cve,sourceidentifier,published,lastmodified,vulnstatus,description,cvssmetricv31_source,cvssmetricv31_type,cvssmetricv31_version,cvssmetricv31_vectorstring,cvssmetricv31_attackvector,cvssmetricv31_attackcomplexity,cvssmetricv31_privilegesrequired,cvssmetricv31_userinteraction,cvssmetricv31_scope,cvssmetricv31_confidentialityimpact,cvssmetricv31_integrityimpact,cvssmetricv31_availabilityimpact,cvssmetricv31_basescore,cvssmetricv31_baseseverity,cvssmetricv31_exploitabilityscore,cvssmetricv31_impactscore,cvssmetricv2_source,cvssmetricv2_type,cvssmetricv2_version,cvssmetricv2_vectorstring,cvssmetricv2_attackvector,cvssmetricv2_attackcomplexity,cvssmetricv2_privilegesrequired,cvssmetricv2_userinteraction,cvssmetricv2_scope,cvssmetricv2_confidentialityimpact,cvssmetricv2_integrityimpact,cvssmetricv2_availabilityimpact,cvssmetricv2_basescore,cvssmetricv2_baseseverity,cvssmetricv2_exploitabilityscore,cvssmetricv2_impactscore
CVE-2001-0392,cve@mitre.org,2001-06-18T04:00:00.000,2016-10-18T02:10:53.790,Modified,"Navision Financials Server 2.60 and earlier allows remote attackers to cause a denial of service by sending a null character and a long string to the server port (2407), which causes the server to crash.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-2001-0393,cve@mitre.org,2001-06-18T04:00:00.000,2016-10-18T02:10:54.867,Modified,"Navision Financials Server 2.0 allows remote attackers to cause a denial of service via a series of connections to the server without providing a username/password combination, which consumes the license limits.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-2001-0397,cve@mitre.org,2001-06-18T04:00:00.000,2008-09-05T20:24:00.303,Analyzed,"Buffer overflow in Silent Runner Collector (SRC) 1.6.1 allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long SMTP HELO command.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0398,cve@mitre.org,2001-06-18T04:00:00.000,2008-09-05T20:24:00.460,Analyzed,"The BAT! mail client allows remote attackers to bypass user warnings of an executable attachment and execute arbitrary commands via an attachment whose file name contains many spaces, which also causes the BAT!  to misrepresent the attachment's type with a different icon.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0399,cve@mitre.org,2001-06-18T04:00:00.000,2016-10-18T02:10:56.040,Modified,Caucho Resin 1.3b1 and earlier allows remote attackers to read source code for Javabean files by inserting a .jsp before the WEB-INF specifier in an HTTP request.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0401,cve@mitre.org,2001-06-18T04:00:00.000,2018-10-30T16:26:22.763,Modified,Buffer overflow in tip in Solaris 8 and earlier allows local users to execute arbitrary commands via a long HOME environmental variable.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-2001-0402,cve@mitre.org,2001-06-18T04:00:00.000,2017-10-10T01:29:42.827,Modified,"IPFilter 3.4.16 and earlier does not include sufficient session information in its cache, which allows remote attackers to bypass access restrictions by sending fragmented packets to a restricted port after sending unfragmented packets to an unrestricted port.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0403,cve@mitre.org,2001-06-18T04:00:00.000,2018-10-30T16:25:12.013,Modified,/opt/JSparm/bin/perfmon program in Solaris allows local users to create arbitrary files as root via the Logging File option in the GUI.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-2001-0404,cve@mitre.org,2001-06-18T04:00:00.000,2016-10-18T02:10:58.867,Modified,Directory traversal vulnerability in JavaServer Web Dev Kit (JSWDK) 1.0.1 allows remote attackers to read arbitrary files via a .. (dot dot) in an HTTP request to the WEB-INF directory.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0408,cve@mitre.org,2001-06-18T04:00:00.000,2017-10-10T01:29:42.983,Modified,"vim (aka gvim) processes VIM control codes that are embedded in a file, which could allow attackers to execute arbitrary commands when another user opens a file containing malicious VIM control codes.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:H/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,5.1,MEDIUM,4.9,6.4
CVE-2001-0409,cve@mitre.org,2001-06-18T04:00:00.000,2017-10-10T01:29:43.047,Modified,"vim (aka gvim) allows local users to modify files being edited by other users via a symlink attack on the backup and swap files, when the victim is editing the file in a world writable directory.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:N/I:P/A:N,null,null,null,null,null,NONE,PARTIAL,NONE,2.1,LOW,3.9,2.9
CVE-2001-0410,cve@mitre.org,2001-06-18T04:00:00.000,2016-10-18T02:11:01.447,Modified,"Buffer overflow in Trend Micro Virus Buster 2001 8.02 allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long ""From"" header.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0411,cve@mitre.org,2001-06-18T04:00:00.000,2016-10-18T02:11:02.587,Modified,"Reliant Unix 5.44 and earlier allows remote attackers to cause a denial of service via an ICMP port unreachable packet, which causes Reliant to drop all connections to the source address of the packet.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-2001-0412,cve@mitre.org,2001-06-18T04:00:00.000,2017-10-10T01:29:43.110,Modified,"Cisco Content Services (CSS) switch products 11800 and earlier, aka Arrowpoint, allows local users to gain privileges by entering debug mode.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-2001-0413,cve@mitre.org,2001-06-18T04:00:00.000,2017-10-10T01:29:43.170,Modified,"BinTec X4000 Access router, and possibly other versions, allows remote attackers to cause a denial of service via a SYN port scan, which causes the router to hang.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-2001-0414,cve@mitre.org,2001-06-18T04:00:00.000,2017-10-10T01:29:43.233,Modified,Buffer overflow in ntpd ntp daemon 4.0.99k and earlier (aka xntpd and xntp3) allows remote attackers to cause a denial of service and possibly execute arbitrary commands via a long readvar argument.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,10,HIGH,10,10
CVE-2001-0420,cve@mitre.org,2001-06-18T04:00:00.000,2008-09-05T20:24:03.990,Analyzed,Directory traversal vulnerability in talkback.cgi program allows remote attackers to read arbitrary files via a .. (dot dot) in the article parameter.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0427,cve@mitre.org,2001-06-18T04:00:00.000,2017-10-10T01:29:43.407,Modified,"Cisco VPN 3000 series concentrators before 2.5.2(F) allow remote attackers to cause a denial of service via a flood of invalid login requests to (1) the SSL service, or (2) the telnet service, which do not properly disconnect the user after several failed login attempts.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:M/Au:N/C:N/I:N/A:C,null,null,null,null,null,NONE,NONE,COMPLETE,7.1,HIGH,8.6,6.9
CVE-2001-0433,cve@mitre.org,2001-06-18T04:00:00.000,2016-10-18T02:11:10.433,Modified,"Buffer overflow in Savant 3.0 web server allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long Host HTTP header.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0446,cve@mitre.org,2001-06-18T04:00:00.000,2016-10-18T02:11:14.213,Modified,IBM WCS (WebSphere Commerce Suite) 4.0.1 with Application Server 3.0.2 allows remote attackers to read source code for .jsp files by appending a / to the requested URL.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0447,cve@mitre.org,2001-06-18T04:00:00.000,2008-09-05T20:24:08.053,Analyzed,"Web configuration server in 602Pro LAN SUITE allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long HTTP request containing ""%2e"" (dot dot) characters.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0448,cve@mitre.org,2001-06-18T04:00:00.000,2008-09-05T20:24:08.210,Analyzed,"Web configuration server in 602Pro LAN SUITE allows remote attackers to cause a denial of service via an HTTP GET HTTP request to the aux directory, and possibly other directories with legacy DOS device names.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-2001-0465,cve@mitre.org,2001-06-18T04:00:00.000,2017-10-10T01:29:44.327,Modified,"TurboTax saves passwords in a temporary file when a user imports investment tax information from a financial institution, which could allow local users to obtain sensitive information.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-2001-0466,cve@mitre.org,2001-06-18T04:00:00.000,2016-10-18T02:11:18.950,Modified,Directory traversal vulnerability in ustorekeeper 1.61 allows remote attackers to read arbitrary files via a .. (dot dot) in the file parameter.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0482,cve@mitre.org,2001-06-18T04:00:00.000,2017-10-10T01:29:44.937,Modified,"Configuration error in Argus PitBull LX allows root users to bypass specified access control restrictions and cause a denial of service or execute arbitrary commands by modifying kernel variables such as MaxFiles, MaxInodes, and ModProbePath in /proc/sys via calls to sysctl.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-2001-0483,cve@mitre.org,2001-06-18T04:00:00.000,2008-09-05T20:24:13.490,Analyzed,Configuration error in Axent Raptor Firewall 6.5 allows remote attackers to use the firewall as a proxy to access internal web resources when the http.noproxy Rule is not set.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-1160,cve@mitre.org,2001-06-18T04:00:00.000,2017-10-10T01:30:01.313,Modified,udirectory.pl in Microburst Technologies uDirectory 2.0 and earlier allows remote attackers to execute arbitrary commands via shell metacharacters in the category_file field.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-1080,cve@mitre.org,2001-06-19T04:00:00.000,2017-10-10T01:29:59.530,Modified,"diagrpt in AIX 4.3.x and 5.1 uses the DIAGDATADIR environment variable to find and execute certain programs, which allows local users to gain privileges by modifying the variable to point to a Trojan horse program.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,10,HIGH,10,10
CVE-2001-1459,cve@mitre.org,2001-06-19T04:00:00.000,2017-07-11T01:29:08.383,Modified,"OpenSSH 2.9 and earlier does not initiate a Pluggable Authentication Module (PAM) session if commands are executed with no pty, which allows local users to bypass resource limits (rlimits) set in pam.d.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-1078,cve@mitre.org,2001-06-21T04:00:00.000,2017-12-19T02:29:32.503,Modified,"Format string vulnerability in flog function of eXtremail 1.1.9 and earlier allows remote attackers to gain root privileges via format specifiers in the SMTP commands (1) HELO, (2) EHLO, (3) MAIL FROM, or (4) RCPT TO, and the POP3 commands (5) USER and (6) other commands that can be executed after POP3 authentication.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,10,HIGH,10,10
CVE-2001-1276,cve@mitre.org,2001-06-21T04:00:00.000,2016-10-18T02:14:26.107,Modified,ispell before 3.1.20 allows local users to overwrite files of other users via a symlink attack on a temporary file.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:H/Au:N/C:N/I:P/A:N,null,null,null,null,null,NONE,PARTIAL,NONE,1.2,LOW,1.9,2.9
CVE-2001-0906,cve@mitre.org,2001-06-22T04:00:00.000,2017-10-10T01:29:56.173,Modified,teTeX filter before 1.0.7 allows local users to gain privileges via a symlink attack on temporary files that are produced when printing .dvi files using lpr.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:H/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,6.2,MEDIUM,1.9,10
CVE-2001-1328,cve@mitre.org,2001-06-22T04:00:00.000,2017-10-10T01:30:02.250,Modified,Buffer overflow in ypbind daemon in Solaris 5.4 through 8 allows remote attackers to execute arbitrary code.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-1162,cve@mitre.org,2001-06-23T04:00:00.000,2017-10-10T01:30:01.377,Modified,"Directory traversal vulnerability in the %m macro in the smb.conf configuration file in Samba before 2.2.0a allows remote attackers to overwrite certain files via a .. in a NETBIOS name, which is used as the name for a .log file.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,10,HIGH,10,10
CVE-2001-1083,cve@mitre.org,2001-06-26T04:00:00.000,2017-10-10T01:29:59.593,Modified,"Icecast 1.3.7, and other versions before 1.3.11 with HTTP server file streaming support enabled allows remote attackers to cause a denial of service (crash) via a URL that ends in . (dot), / (forward slash), or \ (backward slash).",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-2001-1324,cve@mitre.org,2001-06-26T04:00:00.000,2008-09-10T19:10:15.897,Analyzed,"cvmlogin and statfile in Paul Jarc idtools before 2001.06.27 do not properly check the return value of a call to the pathexec_env function, which could cause the setstate utility to setuid to the UID environment variable and allow local users to gain privileges.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-2001-0237,cve@mitre.org,2001-06-27T04:00:00.000,2019-04-30T14:27:13.710,Modified,Memory leak in Microsoft 2000 domain controller allows remote attackers to cause a denial of service by repeatedly connecting to the Kerberos service and then disconnecting without sending any data.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-2001-0240,cve@mitre.org,2001-06-27T04:00:00.000,2018-10-12T21:30:17.030,Modified,Microsoft Word before Word 2002 allows attackers to automatically execute macros without warning the user via a Rich Text Format (RTF) document that links to a template with the embedded macro.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-2001-0241,cve@mitre.org,2001-06-27T04:00:00.000,2019-04-30T14:27:13.710,Modified,Buffer overflow in Internet Printing ISAPI extension in Windows 2000 allows remote attackers to gain root privileges via a long print request that is passed to the extension through IIS 5.0.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,10,HIGH,10,10
CVE-2001-0242,cve@mitre.org,2001-06-27T04:00:00.000,2018-10-12T21:30:18.077,Modified,"Buffer overflows in Microsoft Windows Media Player 7 and earlier allow remote attackers to execute arbitrary commands via (1) a long version tag in an .ASX file, or (2) a long banner tag, a variant of the "".ASX Buffer Overrun"" vulnerability as discussed in MS:MS00-090.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0243,cve@mitre.org,2001-06-27T04:00:00.000,2018-10-12T21:30:18.640,Modified,"Windows Media Player 7 and earlier stores Internet shortcuts in a user's Temporary Files folder with a fixed filename instead of in the Internet Explorer cache, which causes the HTML in those shortcuts to run in the Local Computer Zone instead of the Internet Zone, which allows remote attackers to read certain files.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0244,cve@mitre.org,2001-06-27T04:00:00.000,2018-10-12T21:30:18.937,Modified,Buffer overflow in Microsoft Index Server 2.0 allows remote attackers to execute arbitrary commands via a long search parameter.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0245,cve@mitre.org,2001-06-27T04:00:00.000,2018-10-12T21:30:19.233,Modified,"Microsoft Index Server 2.0 in Windows NT 4.0, and Indexing Service in Windows 2000, allows remote attackers to read server-side include files via a malformed search request, aka a new variant of the ""Malformed Hit-Highlighting"" vulnerability.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0246,cve@mitre.org,2001-06-27T04:00:00.000,2021-07-23T12:18:31.047,Modified,"Internet Explorer 5.5 and earlier does not properly verify the domain of a frame within a browser window, which allows remote web site operators to read certain files on the client by sending information from a local frame to a frame in a different domain, aka a variant of the ""Frame Domain Verification"" vulnerability.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0328,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-19T01:29:01.143,Modified,"TCP implementations that use random increments for initial sequence numbers (ISN) can allow remote attackers to perform session hijacking or disruption by injecting a flood of packets with a range of ISN values, one of which may match the expected ISN.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-2001-0329,cve@mitre.org,2001-06-27T04:00:00.000,2008-09-10T19:07:46.133,Analyzed,"Bugzilla 2.10 allows remote attackers to execute arbitrary commands via shell metacharacters in a username that is then processed by (1) the Bugzilla_login cookie in post_bug.cgi, or (2) the who parameter in process_bug.cgi.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0330,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:40.983,Modified,"Bugzilla 2.10 allows remote attackers to access sensitive information, including the database username and password, via an HTTP request for the globals.pl file, which is normally returned by the web server without being executed.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0331,cve@mitre.org,2001-06-27T04:00:00.000,2017-10-10T01:29:41.030,Modified,Buffer overflow in Embedded Support Partner (ESP) daemon (rpc.espd) in IRIX 6.5.8 and earlier allows remote attackers to execute arbitrary commands.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0332,cve@mitre.org,2001-06-27T04:00:00.000,2021-07-23T12:18:31.047,Modified,"Internet Explorer 5.5 and earlier does not properly verify the domain of a frame within a browser window, which allows remote web site operators to read certain files on the client by sending information from a local frame to a frame in a different domain using MSScriptControl.ScriptControl and GetObject, aka a variant of the ""Frame Domain Verification"" vulnerability.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0333,cve@mitre.org,2001-06-27T04:00:00.000,2018-10-12T21:30:19.827,Modified,"Directory traversal vulnerability in IIS 5.0 and earlier allows remote attackers to execute arbitrary commands by encoding .. (dot dot) and ""\"" characters twice.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-2001-0334,cve@mitre.org,2001-06-27T04:00:00.000,2018-10-12T21:30:20.860,Modified,FTP service in IIS 5.0 and earlier allows remote attackers to cause a denial of service via a wildcard sequence that generates a long string when it is expanded.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-2001-0335,cve@mitre.org,2001-06-27T04:00:00.000,2018-10-12T21:30:21.093,Modified,FTP service in IIS 5.0 and earlier allows remote attackers to enumerate Guest accounts in trusted domains by preceding the username with a special sequence of characters.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-2001-0336,cve@mitre.org,2001-06-27T04:00:00.000,2018-10-12T21:30:21.390,Modified,The Microsoft MS00-060 patch for IIS 5.0 and earlier introduces an error which allows attackers to cause a denial of service via a malformed request.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-2001-0337,cve@mitre.org,2001-06-27T04:00:00.000,2018-10-12T21:30:21.720,Modified,The Microsoft MS01-014 and MS01-016 patches for IIS 5.0 and earlier introduce a memory leak which allows attackers to cause a denial of service via a series of requests.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
